hs_code,mineral,form,flow,country,fiscal_year,value_usd_mn,source_file,year
7403,Copper,Refined Copper,Import,MAURITIUS,2018-2019,0.64,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,NEPAL,2018-2019,0.64,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,NETHERLAND,2018-2019,0.26,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,NETHERLAND,2018-2019,0.08,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,NIGERIA,2018-2019,0.15,7403_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,OMAN,2018-2019,0.03,7403_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,PERU,2018-2019,154.4,2603_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,PERU,2018-2019,1.31,7408_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,PHILIPPINES,2018-2019,27.61,2603_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,POLAND,2018-2019,0.01,7408_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,PORTUGAL,2018-2019,0.01,7408_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,PUERTO RICO,2018-2019,0.01,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,RUSSIA,2018-2019,0.57,7403_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,RWANDA,2018-2019,0.06,7403_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,SAUDI ARAB,2018-2019,60.49,2603_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,SAUDI ARAB,2018-2019,0.08,7403_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,SINGAPORE,2018-2019,28.33,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,SINGAPORE,2018-2019,26.76,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,SOMALIA,2018-2019,0.25,7403_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,SOUTH AFRICA,2018-2019,16.0,7403_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,SOUTH KOREA,2018-2019,0.97,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,SOUTH KOREA,2018-2019,5.05,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,SPAIN,2018-2019,6.05,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,SPAIN,2018-2019,0.01,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,SRI LANKA DSR,2018-2019,5.34,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,SRI LANKA DSR,2018-2019,16.59,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,SWITZERLAND,2018-2019,9.68,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,SWITZERLAND,2018-2019,0.53,7408_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,TAIWAN,2018-2019,7.79,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,TANZANIA,2018-2019,19.3,7403_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,THAILAND,2018-2019,14.1,2603_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,THAILAND,2018-2019,8.42,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,THAILAND,2018-2019,218.91,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,TURKEY,2018-2019,0.08,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,TURKEY,2018-2019,0.75,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,U ARAB EMTS,2018-2019,27.04,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,U ARAB EMTS,2018-2019,590.21,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,UK,2018-2019,3.6,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,UK,2018-2019,0.37,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,USA,2018-2019,1.03,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,USA,2018-2019,4.23,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,UZBEKISTAN,2018-2019,0.16,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,VIETNAM SOC REP,2018-2019,266.76,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,ZAMBIA,2018-2019,1.57,7403_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,AUSTRALIA,2019-2020,87.16,2603_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,AUSTRIA,2019-2020,1.33,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,AUSTRIA,2019-2020,0.06,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,BAHARAIN IS,2019-2020,0.18,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,BANGLADESH PR,2019-2020,0.2,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,BELGIUM,2019-2020,0.11,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,BELGIUM,2019-2020,3.36,7408_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,BRAZIL,2019-2020,4.97,7408_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,CANADA,2019-2020,37.12,2603_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,CANADA,2019-2020,0.01,7403_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,CHILE,2019-2020,794.02,2603_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,CHILE,2019-2020,2.13,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,CHINA,2019-2020,0.51,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,CHINA,2019-2020,26.32,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,CONGO P REP,2019-2020,2.85,7403_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,ETHIOPIA,2019-2020,0.01,2603_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,FINLAND,2019-2020,0.08,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,FRANCE,2019-2020,0.28,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,FRANCE,2019-2020,0.08,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,GERMANY,2019-2020,4.75,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,GERMANY,2019-2020,13.42,7408_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,HONG KONG,2019-2020,0.27,7408_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,INDONESIA,2019-2020,69.85,2603_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,INDONESIA,2019-2020,7.83,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,INDONESIA,2019-2020,65.72,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,IRAN,2019-2020,0.02,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,ITALY,2019-2020,7.23,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,ITALY,2019-2020,0.75,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,JAPAN,2019-2020,730.25,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,JAPAN,2019-2020,66.99,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,LATVIA,2019-2020,0.11,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,LUXEMBOURG,2019-2020,3.95,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,MALAYSIA,2019-2020,21.71,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,MALAYSIA,2019-2020,327.07,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,NETHERLAND,2019-2020,0.22,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,NETHERLAND,2019-2020,0.22,7408_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,NIGERIA,2019-2020,0.01,2603_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,PANAMA,2019-2020,32.87,2603_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,PERU,2019-2020,122.96,2603_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,PERU,2019-2020,1.82,7408_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,PHILIPPINES,2019-2020,21.87,2603_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,RUSSIA,2019-2020,0.1,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,RWANDA,2019-2020,0.09,7403_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,SAUDI ARAB,2019-2020,43.94,2603_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,SAUDI ARAB,2019-2020,0.33,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,SINGAPORE,2019-2020,1.35,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,SINGAPORE,2019-2020,15.48,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,SOUTH AFRICA,2019-2020,0.57,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,SOUTH KOREA,2019-2020,0.46,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,SOUTH KOREA,2019-2020,18.93,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,SPAIN,2019-2020,4.0,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,SPAIN,2019-2020,0.02,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,SRI LANKA DSR,2019-2020,4.27,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,SRI LANKA DSR,2019-2020,11.46,7408_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,SWEDEN,2019-2020,0.03,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,SWITZERLAND,2019-2020,0.01,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,SWITZERLAND,2019-2020,0.01,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,TAIWAN,2019-2020,0.59,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,TAIWAN,2019-2020,6.22,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,TANZANIA,2019-2020,4.4,7403_2019-20.xlsx,2019
2603,Copper,Copper Ores & Concentrates,Import,THAILAND,2019-2020,15.54,2603_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,THAILAND,2019-2020,9.54,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,THAILAND,2019-2020,185.13,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,TURKEY,2019-2020,0.12,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,TURKEY,2019-2020,3.46,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,U ARAB EMTS,2019-2020,135.03,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,U ARAB EMTS,2019-2020,436.74,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,UK,2019-2020,0.57,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,UK,2019-2020,0.18,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,USA,2019-2020,1.57,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,USA,2019-2020,2.86,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,VIETNAM SOC REP,2019-2020,0.44,7403_2019-20.xlsx,2019
7408,Copper,Copper Wire,Import,VIETNAM SOC REP,2019-2020,161.3,7408_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,ZAMBIA,2019-2020,22.12,7403_2019-20.xlsx,2019
7403,Copper,Refined Copper,Import,AUSTRIA,2020-2021,1.22,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,AUSTRIA,2020-2021,0.01,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,BANGLADESH PR,2020-2021,0.13,7403_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,BELGIUM,2020-2021,0.2,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,BELGIUM,2020-2021,4.22,7408_2020-21.xlsx,2020
2603,Copper,Copper Ores & Concentrates,Import,BOSNIA-HRZGOVIN,2020-2021,0.01,2603_2020-21.xlsx,2020
2603,Copper,Copper Ores & Concentrates,Import,CANADA,2020-2021,39.25,2603_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,CANADA,2020-2021,0.02,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,CANADA,2020-2021,0.01,7408_2020-21.xlsx,2020
2603,Copper,Copper Ores & Concentrates,Import,CHILE,2020-2021,391.62,2603_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,CHILE,2020-2021,0.01,7403_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,CHINA,2020-2021,0.53,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,CHINA,2020-2021,23.26,7408_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,EGYPT A RP,2020-2021,2.66,7408_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,FINLAND,2020-2021,0.04,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,FRANCE,2020-2021,0.05,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,FRANCE,2020-2021,0.12,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,GERMANY,2020-2021,2.72,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,GERMANY,2020-2021,7.23,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,HONG KONG,2020-2021,0.04,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,HONG KONG,2020-2021,0.14,7408_2020-21.xlsx,2020
2603,Copper,Copper Ores & Concentrates,Import,INDONESIA,2020-2021,289.29,2603_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,INDONESIA,2020-2021,16.87,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,INDONESIA,2020-2021,0.41,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,ITALY,2020-2021,7.06,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,ITALY,2020-2021,0.59,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,JAPAN,2020-2021,870.28,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,JAPAN,2020-2021,81.12,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,KUWAIT,2020-2021,0.3,7403_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,LATVIA,2020-2021,0.06,7403_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,LUXEMBOURG,2020-2021,1.41,7403_2020-21.xlsx,2020
2603,Copper,Copper Ores & Concentrates,Import,MALAYSIA,2020-2021,53.52,2603_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,MALAYSIA,2020-2021,5.89,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,MALAYSIA,2020-2021,35.65,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,MEXICO,2020-2021,0.04,7403_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,MOZAMBIQUE,2020-2021,0.2,7403_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,NETHERLAND,2020-2021,0.04,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,NETHERLAND,2020-2021,0.36,7408_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,PERU,2020-2021,0.74,7408_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,QATAR,2020-2021,1.42,7408_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,RUSSIA,2020-2021,2.35,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,RWANDA,2020-2021,0.33,7403_2020-21.xlsx,2020
2603,Copper,Copper Ores & Concentrates,Import,SAUDI ARAB,2020-2021,22.9,2603_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,SINGAPORE,2020-2021,0.1,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,SINGAPORE,2020-2021,66.38,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,SOUTH AFRICA,2020-2021,8.16,7403_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,SOUTH KOREA,2020-2021,0.34,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,SOUTH KOREA,2020-2021,19.08,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,SPAIN,2020-2021,2.06,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,SPAIN,2020-2021,0.93,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,SRI LANKA DSR,2020-2021,1.17,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,SRI LANKA DSR,2020-2021,2.06,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,SWEDEN,2020-2021,0.07,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,SWEDEN,2020-2021,0.52,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,SWITZERLAND,2020-2021,0.24,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,SWITZERLAND,2020-2021,0.39,7408_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,TAIWAN,2020-2021,4.97,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,TANZANIA,2020-2021,33.5,7403_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,THAILAND,2020-2021,9.55,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,THAILAND,2020-2021,146.93,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,TURKEY,2020-2021,0.12,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,TURKEY,2020-2021,4.13,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,U ARAB EMTS,2020-2021,105.15,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,U ARAB EMTS,2020-2021,245.98,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,UGANDA,2020-2021,0.02,7403_2020-21.xlsx,2020
2603,Copper,Copper Ores & Concentrates,Import,UK,2020-2021,0.03,2603_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,UK,2020-2021,0.05,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,UK,2020-2021,0.09,7408_2020-21.xlsx,2020
2603,Copper,Copper Ores & Concentrates,Import,USA,2020-2021,0.01,2603_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,USA,2020-2021,1.74,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,USA,2020-2021,2.24,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,VIETNAM SOC REP,2020-2021,1.88,7403_2020-21.xlsx,2020
7408,Copper,Copper Wire,Import,VIETNAM SOC REP,2020-2021,0.7,7408_2020-21.xlsx,2020
7403,Copper,Refined Copper,Import,ZAMBIA,2020-2021,0.26,7403_2020-21.xlsx,2020
2603,Copper,Copper Ores & Concentrates,Import,AUSTRALIA,2021-2022,563.97,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,AUSTRIA,2021-2022,5.82,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,AUSTRIA,2021-2022,0.12,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,BAHARAIN IS,2021-2022,0.01,7403_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,BANGLADESH PR,2021-2022,0.06,7403_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,BELGIUM,2021-2022,0.38,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,BELGIUM,2021-2022,1.44,7408_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,BRAZIL,2021-2022,89.55,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,CAMEROON,2021-2022,0.41,7403_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,CANADA,2021-2022,120.43,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,CANADA,2021-2022,0.08,7403_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,CHILE,2021-2022,912.81,2603_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,CHINA,2021-2022,0.01,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,CHINA,2021-2022,2.33,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,CHINA,2021-2022,44.96,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,CONGO D. REP.,2021-2022,0.25,7403_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,CONGO P REP,2021-2022,0.04,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,CONGO P REP,2021-2022,0.03,7403_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,CZECH REPUBLIC,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,EGYPT A RP,2021-2022,1.34,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,FINLAND,2021-2022,0.08,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,FRANCE,2021-2022,0.08,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,FRANCE,2021-2022,0.36,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,GERMANY,2021-2022,2.45,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,GERMANY,2021-2022,8.49,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,HONG KONG,2021-2022,0.19,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,HONG KONG,2021-2022,1.0,7408_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,INDONESIA,2021-2022,615.58,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,INDONESIA,2021-2022,0.21,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,INDONESIA,2021-2022,0.65,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,ITALY,2021-2022,10.12,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,ITALY,2021-2022,1.11,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,JAPAN,2021-2022,1043.99,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,JAPAN,2021-2022,87.57,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,MALAYSIA,2021-2022,7.1,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,MALAYSIA,2021-2022,209.12,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,MOZAMBIQUE,2021-2022,0.19,7403_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,NETHERLAND,2021-2022,0.32,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,NETHERLAND,2021-2022,0.8,7408_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,PANAMA,2021-2022,239.59,2603_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,PERU,2021-2022,346.15,2603_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,PERU,2021-2022,0.46,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,PORTUGAL,2021-2022,0.01,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,RWANDA,2021-2022,0.44,7403_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,SAUDI ARAB,2021-2022,99.44,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,SINGAPORE,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,SINGAPORE,2021-2022,14.85,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,SOUTH AFRICA,2021-2022,9.12,7403_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,SOUTH KOREA,2021-2022,0.1,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,SOUTH KOREA,2021-2022,58.37,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,SPAIN,2021-2022,2.07,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,SPAIN,2021-2022,0.22,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,SRI LANKA DSR,2021-2022,2.23,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,SRI LANKA DSR,2021-2022,0.04,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,SWEDEN,2021-2022,0.19,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,SWITZERLAND,2021-2022,0.14,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,SWITZERLAND,2021-2022,2.31,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,TAIWAN,2021-2022,7.44,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,TANZANIA,2021-2022,92.76,7403_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,THAILAND,2021-2022,21.08,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,THAILAND,2021-2022,13.25,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,THAILAND,2021-2022,247.86,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,TOGO,2021-2022,0.02,7403_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,TUNISIA,2021-2022,0.06,7403_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,TURKEY,2021-2022,0.12,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,TURKEY,2021-2022,10.88,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,U ARAB EMTS,2021-2022,22.25,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,U ARAB EMTS,2021-2022,292.05,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,UK,2021-2022,0.14,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,UK,2021-2022,0.09,7408_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,USA,2021-2022,0.02,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,USA,2021-2022,1.29,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,USA,2021-2022,4.3,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,VIETNAM SOC REP,2021-2022,0.52,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Import,VIETNAM SOC REP,2021-2022,2.52,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Import,ZAMBIA,2021-2022,0.44,7403_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Import,AUSTRALIA,2022-2023,449.76,2603_2022-23.xlsx,2022
7403,Copper,Refined Copper,Import,AUSTRIA,2022-2023,6.69,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Import,AUSTRIA,2022-2023,0.01,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Import,BANGLADESH PR,2022-2023,0.15,7403_2022-23.xlsx,2022
7403,Copper,Refined Copper,Import,BELGIUM,2022-2023,0.11,7403_2022-23.xlsx,2022
