hs_code,mineral,form,flow,country,fiscal_year,value_usd_mn,source_file,year
3801,Graphite,Artificial Graphite,Export,FRANCE,2021-2022,0.02,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,GEORGIA,2021-2022,0.03,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,GERMANY,2021-2022,0.01,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,GERMANY,2021-2022,24.46,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,INDONESIA,2021-2022,0.01,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,INDONESIA,2021-2022,0.12,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,ITALY,2021-2022,0.75,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,JAPAN,2021-2022,0.01,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,JAPAN,2021-2022,0.39,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,JORDAN,2021-2022,0.22,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,KENYA,2021-2022,0.02,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,KENYA,2021-2022,0.08,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,KUWAIT,2021-2022,0.01,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,KUWAIT,2021-2022,1.15,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,LIBYA,2021-2022,0.03,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,MALAYSIA,2021-2022,0.07,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,MALAYSIA,2021-2022,0.12,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,MALDIVES,2021-2022,0.01,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,MAURITANIA,2021-2022,0.02,2504_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,MAURITIUS,2021-2022,0.01,2504_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,MEXICO,2021-2022,0.01,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,MEXICO,2021-2022,0.28,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,MOROCCO,2021-2022,0.01,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,NEPAL,2021-2022,0.01,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,NEPAL,2021-2022,0.06,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,NETHERLAND,2021-2022,0.26,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,NEW ZEALAND,2021-2022,0.01,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,NIGERIA,2021-2022,0.01,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,NIGERIA,2021-2022,0.04,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,OMAN,2021-2022,1.14,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,PHILIPPINES,2021-2022,0.02,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,POLAND,2021-2022,0.33,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,QATAR,2021-2022,0.01,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,SAUDI ARAB,2021-2022,0.02,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SAUDI ARAB,2021-2022,2.65,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SENEGAL,2021-2022,0.03,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SINGAPORE,2021-2022,0.09,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SLOVAK REP,2021-2022,0.06,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SOUTH AFRICA,2021-2022,0.2,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SOUTH KOREA,2021-2022,0.34,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SPAIN,2021-2022,0.81,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,SRI LANKA DSR,2021-2022,0.01,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SRI LANKA DSR,2021-2022,0.11,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SUDAN,2021-2022,0.08,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,SWEDEN,2021-2022,0.66,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,TAIWAN,2021-2022,0.01,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,TANZANIA,2021-2022,0.21,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,TANZANIA,2021-2022,0.1,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,THAILAND,2021-2022,0.12,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,TUNISIA,2021-2022,0.01,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,TURKEY,2021-2022,2.52,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,U ARAB EMTS,2021-2022,0.03,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,U ARAB EMTS,2021-2022,2.31,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,UGANDA,2021-2022,0.02,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,UK,2021-2022,0.86,3801_2021-22.xlsx,2021
2504,Graphite,Natural Graphite,Export,USA,2021-2022,0.03,2504_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,USA,2021-2022,5.91,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,VIETNAM SOC REP,2021-2022,0.07,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,ZAMBIA,2021-2022,0.85,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,ZIMBABWE,2021-2022,0.04,3801_2021-22.xlsx,2021
3801,Graphite,Artificial Graphite,Export,AUSTRALIA,2022-2023,0.42,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,BAHARAIN IS,2022-2023,0.02,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,BAHARAIN IS,2022-2023,0.05,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,BANGLADESH PR,2022-2023,0.01,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,BANGLADESH PR,2022-2023,1.9,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,BELGIUM,2022-2023,0.44,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,BHUTAN,2022-2023,6.48,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,BRAZIL,2022-2023,0.04,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,BRUNEI,2022-2023,0.02,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,BULGARIA,2022-2023,0.03,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,CANADA,2022-2023,0.1,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,CHILE,2022-2023,0.01,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,CHINA,2022-2023,0.03,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,CHINA,2022-2023,0.18,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,ECUADOR,2022-2023,0.01,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,EGYPT A RP,2022-2023,0.01,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,EGYPT A RP,2022-2023,0.51,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,FRANCE,2022-2023,0.08,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,GEORGIA,2022-2023,0.21,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,GERMANY,2022-2023,8.98,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,GUINEA,2022-2023,0.01,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,INDONESIA,2022-2023,0.01,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,INDONESIA,2022-2023,0.23,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,IRAN,2022-2023,0.01,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,IRAQ,2022-2023,0.03,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,ITALY,2022-2023,0.73,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,JAPAN,2022-2023,0.33,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,JORDAN,2022-2023,0.01,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,JORDAN,2022-2023,0.17,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,KENYA,2022-2023,0.04,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,KENYA,2022-2023,0.2,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,KUWAIT,2022-2023,1.7,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,MALAYSIA,2022-2023,0.31,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,MALAYSIA,2022-2023,0.34,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,MAURITANIA,2022-2023,0.01,2504_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,MEXICO,2022-2023,0.02,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,MEXICO,2022-2023,0.13,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,MOROCCO,2022-2023,0.04,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,NEPAL,2022-2023,0.01,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,NEPAL,2022-2023,0.07,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,NETHERLAND,2022-2023,0.25,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,NEW ZEALAND,2022-2023,0.03,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,NIGERIA,2022-2023,0.42,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,NIGERIA,2022-2023,0.07,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,OMAN,2022-2023,1.7,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,PAPUA NEW GUINEA,2022-2023,0.05,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,PHILIPPINES,2022-2023,0.01,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,QATAR,2022-2023,0.11,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,RUSSIA,2022-2023,0.01,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,SAUDI ARAB,2022-2023,0.01,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,SAUDI ARAB,2022-2023,7.3,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,SINGAPORE,2022-2023,0.02,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,SLOVAK REP,2022-2023,0.01,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,SOUTH AFRICA,2022-2023,0.45,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,SOUTH KOREA,2022-2023,0.12,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,SPAIN,2022-2023,0.77,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,SRI LANKA DSR,2022-2023,0.02,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,SRI LANKA DSR,2022-2023,0.13,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,SUDAN,2022-2023,0.01,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,SUDAN,2022-2023,0.01,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,SWEDEN,2022-2023,0.17,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,TANZANIA,2022-2023,0.05,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,TANZANIA,2022-2023,1.05,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,THAILAND,2022-2023,0.1,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,TURKEY,2022-2023,0.17,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,TURKEY,2022-2023,1.11,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,U ARAB EMTS,2022-2023,0.25,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,U ARAB EMTS,2022-2023,2.96,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,UGANDA,2022-2023,0.05,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,UGANDA,2022-2023,0.01,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,UK,2022-2023,0.69,3801_2022-23.xlsx,2022
2504,Graphite,Natural Graphite,Export,USA,2022-2023,0.01,2504_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,USA,2022-2023,9.19,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,UZBEKISTAN,2022-2023,0.03,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,VIETNAM SOC REP,2022-2023,0.08,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,YEMEN REPUBLC,2022-2023,0.01,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,ZAMBIA,2022-2023,1.66,3801_2022-23.xlsx,2022
3801,Graphite,Artificial Graphite,Export,AUSTRALIA,2023-2024,0.53,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,AUSTRIA,2023-2024,0.02,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,BAHARAIN IS,2023-2024,0.01,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,BAHARAIN IS,2023-2024,0.02,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,BANGLADESH PR,2023-2024,0.02,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,BANGLADESH PR,2023-2024,1.76,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,BELGIUM,2023-2024,0.46,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,BHUTAN,2023-2024,4.98,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,BRAZIL,2023-2024,0.15,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,BRUNEI,2023-2024,0.02,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,BULGARIA,2023-2024,0.05,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,CANADA,2023-2024,0.21,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,CHINA,2023-2024,0.25,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,ECUADOR,2023-2024,0.03,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,EGYPT A RP,2023-2024,0.72,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,ETHIOPIA,2023-2024,0.13,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,FRANCE,2023-2024,0.05,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,GEORGIA,2023-2024,0.28,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,GERMANY,2023-2024,0.06,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,GERMANY,2023-2024,13.46,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,GHANA,2023-2024,0.02,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,GHANA,2023-2024,0.02,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,INDONESIA,2023-2024,0.01,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,INDONESIA,2023-2024,0.55,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,IRAN,2023-2024,0.01,2504_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,IRAQ,2023-2024,0.01,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,IRAQ,2023-2024,0.08,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,IRELAND,2023-2024,0.02,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,ISRAEL,2023-2024,0.59,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,ITALY,2023-2024,1.55,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,JAPAN,2023-2024,0.02,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,JAPAN,2023-2024,0.51,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,JORDAN,2023-2024,0.15,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,KENYA,2023-2024,0.01,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,KENYA,2023-2024,0.13,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,KUWAIT,2023-2024,1.2,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,LEBANON,2023-2024,0.01,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,MALAYSIA,2023-2024,0.02,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,MALAYSIA,2023-2024,0.39,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,MEXICO,2023-2024,0.02,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,MEXICO,2023-2024,0.07,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,MOROCCO,2023-2024,0.11,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,MYANMAR,2023-2024,0.01,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,NEPAL,2023-2024,0.01,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,NEPAL,2023-2024,0.12,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,NETHERLAND,2023-2024,0.03,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,NEW ZEALAND,2023-2024,0.06,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,NIGERIA,2023-2024,0.04,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,NIGERIA,2023-2024,0.02,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,NORWAY,2023-2024,0.01,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,OMAN,2023-2024,1.39,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,PERU,2023-2024,0.01,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,PHILIPPINES,2023-2024,0.09,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,POLAND,2023-2024,0.07,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,QATAR,2023-2024,0.03,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,RUSSIA,2023-2024,0.02,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,RUSSIA,2023-2024,0.01,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,SAUDI ARAB,2023-2024,0.03,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,SAUDI ARAB,2023-2024,8.17,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,SINGAPORE,2023-2024,0.02,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,SLOVAK REP,2023-2024,0.03,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,SOUTH AFRICA,2023-2024,0.04,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,SOUTH AFRICA,2023-2024,0.3,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,SOUTH KOREA,2023-2024,0.16,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,SPAIN,2023-2024,0.75,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,SRI LANKA DSR,2023-2024,0.01,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,SRI LANKA DSR,2023-2024,0.05,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,SWEDEN,2023-2024,0.15,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,TANZANIA,2023-2024,0.04,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,TANZANIA,2023-2024,1.18,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,THAILAND,2023-2024,0.08,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,TURKEY,2023-2024,0.08,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,TURKEY,2023-2024,1.02,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,U ARAB EMTS,2023-2024,0.27,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,U ARAB EMTS,2023-2024,4.14,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,UGANDA,2023-2024,0.06,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,UK,2023-2024,1.38,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,USA,2023-2024,0.01,2504_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,USA,2023-2024,10.58,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,VIETNAM SOC REP,2023-2024,0.05,3801_2023-24.xlsx,2023
3801,Graphite,Artificial Graphite,Export,ZAMBIA,2023-2024,0.71,3801_2023-24.xlsx,2023
2504,Graphite,Natural Graphite,Export,ALGERIA,2024-2025,0.03,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,ALGERIA,2024-2025,0.04,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,ANGOLA,2024-2025,0.01,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,ARGENTINA,2024-2025,0.02,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,AUSTRALIA,2024-2025,0.28,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,BAHARAIN IS,2024-2025,0.02,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,BAHARAIN IS,2024-2025,0.03,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,BANGLADESH PR,2024-2025,1.58,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,BELARUS,2024-2025,0.02,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,BELGIUM,2024-2025,0.89,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,BHUTAN,2024-2025,0.11,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,BHUTAN,2024-2025,5.39,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,BRAZIL,2024-2025,0.01,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,BRAZIL,2024-2025,0.29,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,CAMEROON,2024-2025,0.02,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,CANADA,2024-2025,0.02,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,CHINA,2024-2025,0.02,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,CHINA,2024-2025,0.59,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,COLOMBIA,2024-2025,0.02,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,CONGO P REP,2024-2025,0.01,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,ECUADOR,2024-2025,0.03,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,EGYPT A RP,2024-2025,0.01,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,EGYPT A RP,2024-2025,0.8,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,FRANCE,2024-2025,0.09,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,GAMBIA,2024-2025,0.01,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,GEORGIA,2024-2025,0.07,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,GERMANY,2024-2025,8.58,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,INDONESIA,2024-2025,0.03,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,INDONESIA,2024-2025,0.36,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,IRAQ,2024-2025,0.05,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,ISRAEL,2024-2025,1.06,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,ITALY,2024-2025,0.88,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,JAPAN,2024-2025,0.04,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,JAPAN,2024-2025,0.75,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,JORDAN,2024-2025,0.16,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,KENYA,2024-2025,0.01,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,KENYA,2024-2025,0.03,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,KUWAIT,2024-2025,1.6,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,LIBYA,2024-2025,0.12,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,MALAYSIA,2024-2025,0.04,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,MALAYSIA,2024-2025,0.55,3801_2024-25.xlsx,2024
2504,Graphite,Natural Graphite,Export,MEXICO,2024-2025,0.01,2504_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,MEXICO,2024-2025,0.02,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,MOROCCO,2024-2025,0.01,3801_2024-25.xlsx,2024
3801,Graphite,Artificial Graphite,Export,NEPAL,2024-2025,0.04,3801_2024-25.xlsx,2024
